cino,date,from_court_no,from_judge,to_court_no,to_judge
JHRN030078732020,2022-01-04,23,J.M.F.C- XXIII,22,J.M.F.C- XXII
JHRN030078732020,2022-12-15,22,Chief Judicial Magistrate Establishment Ranchi,NA,Principal District and Sessions judge
JHRN010053842017,2017-08-04,1,Judicial Commissioner,10,Addl. District and Sess. Judge VII
JHRN010080222018,2018-10-09,1,Judicial Commissioner,6,Addl. District and Sess. Judge III
JHRN030040522015,2019-06-28,2,A.C.J.M,19,J.M.F.C- XIX
JHRN030136762020,2021-12-17,21,Chief Judicial Magistrate Establishment Ranchi,NA,Principal District and Sessions judge
JHRN010036102018,2018-05-03,1,Judicial Commissioner,11,Addl. District and Sessions Judge XVIII
JHRN030038002018,2018-07-02,5,S.D.J.M.,9,J.M.F.C- IX
JHRN030038002018,2018-07-04,9,J.M.F.C- IX,17,J.M.F.C- XVII
JHRN030094612016,2019-07-05,2,A.C.J.M,19,J.M.F.C- XIX
JHRN030094612016,2022-07-06,19,J.M.F.C- XIX,16,J.M.F.C- XVI
JHRN010097972018,2018-12-21,1,Judicial Commissioner,8,Addl. District and Sess. Judge V
JHRN010030792017,2017-05-06,1,Judicial Commissioner,4,Addl. District and Sess. Judge I
JHRN010005532017,2017-01-24,1,Judicial Commissioner,4,Addl. District and Sess. Judge I
JHRN010032622018,2018-04-21,1,Judicial Commissioner,8,Addl. District and Sess. Judge V
JHRN010098082021,2022-01-28,1,Judicial Commissioner,7,Addl. District and Sess. Judge IV
JHRN030067612016,2017-02-07,18,Chief Judicial Magistrate Establishment Ranchi,NA,Principal District and Sessions judge
JHRN010041072018,2018-05-21,1,Judicial Commissioner,10,Addl. District and Sess. Judge VII
JHRN010041072018,2019-10-30,10,Addl. District and Sess. Judge VII,16,Addl. District and Sess. Judge VI
JHRN010041072018,2022-02-24,16,Addl. District and Sess. Judge VI,12,Addl. District and Sess. Judge X
JHRN010041072018,2022-03-21,12,Addl. District and Sess. Judge X,4,"District and Addl.  Sessions Judge I,Cum Spl.Judge CBI"
JHRN030102542017,2017-12-19,10,J.M.F.C- X,3,Registrar cum J.M
JHRN030102542017,2021-01-27,3,J.M.F.C- III,27,JMFC XXVII
JHRN030046072019,2019-07-22,2,A.C.J.M,19,J.M.F.C- XIX
JHRN030046072019,2022-07-11,19,J.M.F.C- XIX,16,J.M.F.C- XVI
JHRN010051082019,2019-06-15,1,Judicial Commissioner,2,Addl District and Sessions Judge XVI
JHRN030122622020,2021-12-17,4,J.M.F.C- IV,5,S.D.J.M.
JHRN010012762021,2021-02-15,1,Judicial Commissioner,7,Addl. District and Sess. Judge IV
JHRN010057652018,2018-07-21,1,Judicial Commissioner,8,Addl. District and Sess. Judge V
JHRN010013502017,2017-02-28,1,Judicial Commissioner,4,Addl. District and Sess. Judge I
JHRN010008712017,2018-06-07,4,Addl. District and Sess. Judge I,3,District and Addl.  Sessions Judge XII
JHRN010075372020,2020-12-16,1,Judicial Commissioner,25,Addl District and Sess Judge XX
JHRN030095202016,2019-07-05,2,A.C.J.M,19,J.M.F.C- XIX
JHRN030158822018,2022-01-04,3,J.M.F.C- III,4,J.M.F.C- IV
JHRN010083812017,2017-12-22,1,Judicial Commissioner,5,Addl. District and Sess. Judge II
JHRN030022882021,2022-01-04,9,J.M.F.C- IX,6,J.M.F.C- VI
JHRN010004702016,2016-01-29,1,Judicial Commissioner,4,Addl. District and Sess. Judge I
JHRN010031582018,2018-04-18,1,Judicial Commissioner,8,Addl. District and Sess. Judge V
JHRN030015982015,2015-07-03,4,Chief Judicial Magistrate Establishment Ranchi,NA,Principal District and Sessions judge
JHRN030046092019,2019-07-22,2,A.C.J.M,19,J.M.F.C- XIX
JHRN010071992020,2020-12-03,1,Judicial Commissioner,12,Addl. District and Sess. Judge X
JHRN010093452022,2022-08-25,1,Judicial Commissioner,7,Addl. District and Sess. Judge IV
JHRN010045972017,2017-07-04,1,Judicial Commissioner,4,Addl. District and Sess. Judge I
JHRN030012762009,2019-07-30,2,A.C.J.M,19,J.M.F.C- XIX
JHRN030012762009,2022-07-06,19,J.M.F.C- XIX,16,J.M.F.C- XVI
JHRN010025122017,2017-04-20,1,Judicial Commissioner,4,Addl. District and Sess. Judge I
JHRN030094582016,2019-07-05,2,A.C.J.M,19,J.M.F.C- XIX
JHRN030094582016,2022-06-28,19,J.M.F.C- XIX,16,J.M.F.C- XVI
JHRN030055672020,2021-12-20,4,J.M.F.C- IV,24,J.M.F.C- XXIV
JHRN030009652016,2016-05-07,13,J.M.F.C- XIII,19,J.M.F.C- XIX
JHRN030009652016,2017-12-01,19,J.M.F.C- XIX,30,JMFC XXX
JHRN030009652016,2022-01-18,30,JMFC XXX,26,JMFC- XXVI
JHRN030009652016,2022-05-21,26,Chief Judicial Magistrate Establishment Ranchi,NA,Principal District and Sessions judge
JHRN010059882017,2017-09-04,1,Judicial Commissioner,12,District and Addl.  Sessions Judge X
JHKD030008342021,2022-05-30,12,J.M 1st Class,10,J.M 1st Class
JHKD030027162017,2022-01-15,3,CJM,6,SDJM
JHKD030027162017,2022-01-15,6,SDJM,3,CJM
JHKD030030212015,2017-08-31,12,J.M 1st Class,9,J.M 1st Class
JHKD010014952020,2020-12-02,1,Principal District &amp; Sessions Judge,2,District and Additional Sessions Judge-1
JHKD030020272016,2019-07-22,6,SDJM,14,J.M 1st Class
JHKD030020272016,2020-09-15,14,J.M 1st Class,13,J.M 1st Class
JHKD030020272016,2021-12-23,13,J.M 1st Class,14,J.M 1st Class
JHKD030001082017,2018-01-09,3,CJM,12,J.M 1st Class
JHKD030001082017,2022-05-31,12,J.M 1st Class,6,SDJM
JHKD030001082017,2022-06-21,6,SDJM,3,CJM
JHKD030000022015,2016-02-25,12,Chief Judicial Magistrate Koderma,NA,PDJ estblishment
JHKD030024572015,2020-06-17,6,SDJM,4,ACJM
JHKD030021142015,2022-06-21,6,SDJM,3,CJM
JHKD010012992017,2017-10-30,1,Principal District &amp; Sessions Judge,2,District and Additional Sessions Judge-1
JHKD010012992017,2019-08-28,2,District and Additional Sessions Judge-1,16,District and Additional Sessions Judge-IV
JHKD010012992017,2021-02-02,16,District and Additional Sessions Judge-IV,15,District and Additional Sessions Judge-III
JHKD010012992017,2022-08-18,15,District and Additional Sessions Judge-III,13,District & Additional Sessions Judge-II
JHKD030021122015,2019-07-17,6,SDJM,14,J.M 1st Class
JHKD030021122015,2020-09-29,14,J.M 1st Class,12,J.M 1st Class
JHKD010010302015,2016-04-16,2,District and Additional Sessions Judge-1,13,District & Additional Sessions Judge-II
JHKD010010302015,2016-04-16,13,District &amp; Additional Sessions Judge-II,2,District and Additional Sessions Judge-1
JHKD010010302015,2019-08-28,2,District and Additional Sessions Judge-1,15,District and Additional Sessions Judge-III
JHKD010010302015,2019-08-29,15,District and Additional Sessions Judge-III,16,District and Additional Sessions Judge-IV
JHKD010010302015,2021-02-01,16,District and Additional Sessions Judge-IV,13,District & Additional Sessions Judge-II
JHKD030010802020,2020-04-25,3,CJM,6,SDJM
JHKD030020292016,2022-01-15,6,SDJM,3,CJM
JHKD030020292016,2022-01-15,3,CJM,6,SDJM
JHKD010002192016,2019-08-28,2,District and Additional Sessions Judge-1,16,District and Additional Sessions Judge-IV
JHKD010002192016,2021-11-20,16,District and Additional Sessions Judge-IV,15,District and Additional Sessions Judge-III
JHBK030022982016,2019-11-30,6,ACJM,14,J M 1St Class
JHBK030022982016,2021-10-04,14,J M 1St Class,21,J M 1St Class
JHBK030022982016,2022-04-25,NA,NA,8,S.D.J.M.
JHBK030022982016,2022-12-01,8,S.D.J.M.,29,J M 1St Class
JHKH030000822017,2019-02-04,1,Cheif Judicial Magistrate Khunti,NA,Pricipal District and Sessions Judge Khunti
JHKH030022652021,2022-02-03,1,Cheif Judicial Magistrate Khunti,NA,Pricipal District and Sessions Judge Khunti
JHKH010008352020,2020-08-11,4,Principal District  and  Sessions Judge,5,Additional District and Sessions Judge-I
JHKH010001002022,2022-02-02,4,Principal District  and  Sessions Judge,5,Additional District and Sessions Judge-I
JHKH010002082022,2022-02-09,4,Principal District  and  Sessions Judge,5,Additional District and Sessions Judge-I
JHKH030019452021,2022-01-15,1,Cheif Judicial Magistrate Khunti,NA,Pricipal District and Sessions Judge Khunti
JHKH030009072020,2022-04-22,5,S.D.J.M.,2,S.D.J.M.
JHKH010009742022,2022-06-27,4,Principal District  and  Sessions Judge,5,Additional District and Sessions Judge-I
JHKH030002842020,2020-07-09,1,Cheif Judicial Magistrate Khunti,NA,Pricipal District and Sessions Judge Khunti
JHKH030004242020,2021-09-30,1,C.J.M,2,S.D.J.M.
JHKH030004242020,2022-05-02,2,S.D.J.M.,1,C.J.M
JHKH030023322021,2022-05-28,1,Cheif Judicial Magistrate Khunti,NA,Pricipal District and Sessions Judge Khunti
JHDH030071612016,2022-04-30,71,REGISTRAR CUM JM,75,Judicial Magistrate
JHDH010056952022,2022-06-17,1,Principal District  and  Sessions Judge,3,District and Adl  Sessions Judge 1st
JHDH030109292018,2018-08-24,18,CJM,68,Judicial Magistrate
JHDH030034912019,2019-03-11,18,CJM,66,Judicial Magistrate
JHDH030034912019,2022-02-09,66,Judicial Magistrate,36,Judicial Magistrate
JHDH030030872016,2016-09-03,18,CJM,53,Judicial Magistrate
JHDH030002132017,2017-01-25,18,CJM,65,Judicial Magistrate
JHDH030002132017,2017-09-13,NA,NA,71,Judicial Magistrate
JHDH030002132017,2017-09-18,71,Judicial Magistrate,70,Judicial Magistrate
JHDH030002132017,2020-12-21,70,Judicial Magistrate,57,Spl Judge Economic Offences cum JM
JHDH030035782016,2016-10-04,18,CJM,62,Judicial Magistrate
JHDH030035782016,2017-04-12,62,Judicial Magistrate,63,Judicial Magistrate
JHDH030035782016,2022-01-17,63,Judicial Magistrate,69,Judicial Magistrate
JHDH030035782016,2022-04-30,69,Judicial Magistrate,76,Judicial Magistrate
JHDH030100692021,2021-09-25,18,CJM,70,Judicial Magistrate
JHDH030100692021,2022-06-08,70,Judicial Magistrate,75,Judicial Magistrate
JHDH030036192016,2016-10-04,18,CJM,23,SDJM
JHDH030033722017,2017-09-21,18,CJM,67,Judicial Magistrate
JHDH030033722017,2021-12-23,67,Judicial Magistrate,36,Judicial Magistrate
JHDH030069182016,2019-12-04,NA,Incharge) Judicial Magistrate,66,Judicial Magistrate
JHDH030069182016,2022-02-09,66,Judicial Magistrate,64,PRINCIPAL MAGISTRATE JJB
JHDH030069182016,2022-05-28,64,PRINCIPAL MAGISTRATE JJB,42,Judicial Magistrate
JHDH030074362017,2021-09-13,NA,Incharge) Judicial Magistrate,36,Judicial Magistrate
JHDH030002142017,2017-01-25,18,CJM,36,Judicial Magistrate
JHDH030002142017,2017-11-14,36,Judicial Magistrate,70,Judicial Magistrate
JHDH030002142017,2020-09-14,70,Judicial Magistrate,57,Spl Judge Economic Offences cum JM
JHDH030036172016,2016-10-04,18,CJM,53,Judicial Magistrate
JHDH030036172016,2017-03-24,53,Judicial Magistrate,66,Judicial Magistrate
JHDH030036172016,2019-12-23,66,Judicial Magistrate,NA,Incharge) Judicial Magistrate
JHDH030037712016,2016-10-21,18,CJM,36,Judicial Magistrate
JHDH030037712016,2019-01-08,36,Judicial Magistrate,34,Judicial Magistrate
JHDH030037712016,2019-11-05,NA,Incharge) Judicial Magistrate,70,Judicial Magistrate
JHDH030035822016,2016-10-04,18,CJM,42,Judicial Magistrate
JHDH030035822016,2020-01-04,NA,Incharge) SDJM,52,Judicial Magistrate
JHDH030035822016,2022-05-27,52,Judicial Magistrate,66,Judicial Magistrate
JHDH030035822016,2022-08-31,66,Judicial Magistrate,28,JM 1st Class cum Civil Judge Sr Div VIII
JHDH030034312017,2017-09-26,18,CJM,67,Judicial Magistrate
JHDH030034312017,2021-08-26,NA,Incharge) Judicial Magistrate,68,Judicial Magistrate
JHDH030158802018,2018-12-05,18,CJM,69,Judicial Magistrate
JHDH030034322017,2017-09-26,18,CJM,67,Judicial Magistrate
JHDH030034322017,2021-09-03,NA,Incharge) Judicial Magistrate,36,Judicial Magistrate
JHDH030035762016,2016-10-04,18,CJM,42,Judicial Magistrate
JHDH030035762016,2019-12-06,NA,Incharge) SDJM,52,Judicial Magistrate
JHDH030035762016,2022-01-04,52,Judicial Magistrate,75,Judicial Magistrate
JHDH030003222017,2017-05-02,18,CJM,64,Judicial Magistrate
JHDH030003222017,2022-05-25,64,PRINCIPAL MAGISTRATE JJB,42,Judicial Magistrate
JHDH030136892021,2021-12-15,18,CJM,52,Judicial Magistrate
JHDH030048712021,2021-12-14,23,Chief Judicial Magistrate,NA,Principal District and Sessions Courts
JHDH030030862016,2016-09-03,18,CJM,53,Judicial Magistrate
JHDH030035792016,2016-10-04,18,CJM,42,Judicial Magistrate
JHDH030035792016,2020-01-17,NA,Incharge) SDJM,52,Judicial Magistrate
JHDH030035792016,2022-01-24,52,Judicial Magistrate,76,Judicial Magistrate
JHDH030044622015,2015-11-19,18,CJM,52,Judicial Magistrate
JHDH030044622015,2018-01-09,NA,NA,68,Judicial Magistrate
JHDH030044622015,2018-12-04,68,Judicial Magistrate,34,Judicial Magistrate
JHDH030044622015,2019-11-27,NA,Incharge) Judicial Magistrate,70,Judicial Magistrate
JHDH030044622015,2021-02-20,70,Judicial Magistrate,57,Spl Judge Economic Offences cum JM
JHDH030033712017,2017-09-21,18,CJM,69,Judicial Magistrate
JHDH030031802017,2017-09-07,18,CJM,68,Judicial Magistrate
JHDH030034272017,2017-09-26,18,CJM,23,SDJM
JHDH030034272017,2022-04-30,23,SDJM,13,Judicial Magistrate
JHDH030034272017,2022-08-24,13,Judicial Magistrate,61,JM 1st Class cum Civil Judge Sr Div VII
JHDH030002112017,2017-01-25,18,CJM,13,Judicial Magistrate
JHDH030002112017,2017-03-02,13,Judicial Magistrate,NA,NA
JHDH030002112017,2022-01-15,38,Judicial Magistrate,14,Judicial Magistrate
JHDH010047622022,2022-05-21,1,Principal District  and  Sessions Judge,12,District and Adl  Sessions Judge X cum FTC Crime Against Women  cum ACB Dhanbad
JHDH030030842016,2016-09-03,18,CJM,34,Judicial Magistrate
JHDH030030842016,2017-04-06,34,Judicial Magistrate,69,Judicial Magistrate
JHDH030030842016,2022-04-30,69,Judicial Magistrate,76,Judicial Magistrate
JHDH030098382017,2022-01-24,22,Judicial Magistrate,62,Judicial Magistrate
JHDH030098382017,2022-06-06,NA,Incharge) Judicial Magistrate,52,Judicial Magistrate
JHDH030098382017,2022-08-01,52,Judicial Magistrate,28,JM 1st Class cum Civil Judge Sr Div VIII
JHDH030036182016,2016-10-04,18,CJM,36,Judicial Magistrate
JHDH030036012016,2016-10-04,18,CJM,52,Judicial Magistrate
JHDH030036012016,2018-01-18,NA,NA,22,Judicial Magistrate
JHDH030037702016,2016-10-21,18,CJM,53,Judicial Magistrate
JHDH030034262017,2017-09-26,18,CJM,69,Judicial Magistrate
JHDH030094302019,2020-02-06,18,CJM,64,Judicial Magistrate
JHDH030016872021,2022-11-28,18,CJM,63,Judicial Magistrate
JHDH030009052017,2017-04-06,18,CJM,64,Judicial Magistrate
JHDH030009052017,2022-05-28,64,PRINCIPAL MAGISTRATE JJB,42,Judicial Magistrate
JHDH030033732017,2017-09-21,18,CJM,38,REGISTRAR CUM JM
JHDH030033732017,2022-01-15,38,Judicial Magistrate,14,Judicial Magistrate
JHDH030009042017,2017-04-06,18,CJM,36,Judicial Magistrate
JHDH030009042017,2019-01-22,36,Judicial Magistrate,34,Judicial Magistrate
JHDH030009042017,2019-11-19,NA,Incharge) Judicial Magistrate,70,Judicial Magistrate
JHDH030035832016,2016-10-04,18,CJM,42,Judicial Magistrate
JHDH030035832016,2020-01-10,NA,Incharge) SDJM,52,Judicial Magistrate
JHDH030035832016,2022-05-27,52,Judicial Magistrate,66,Judicial Magistrate
JHDH030035832016,2023-01-13,66,Judicial Magistrate,61,JM 1st Class cum Civil Judge Sr Div VII
JHDH030035812016,2016-10-04,18,CJM,NA,NA
JHDH030035982016,2016-10-04,18,CJM,61,Judicial Magistrate
JHDH030035982016,2017-03-18,61,Judicial Magistrate,67,Judicial Magistrate
JHDH030035982016,2019-07-19,67,Judicial Magistrate,14,Judicial Magistrate
JHDH030035982016,2022-03-11,14,Judicial Magistrate,23,SDJM
JHDH030035982016,2022-04-27,23,SDJM,13,Judicial Magistrate
JHDH010043722022,2022-05-10,1,Principal District  and  Sessions Judge,3,District and Adl  Sessions Judge 1st
JHDH030036022016,2016-10-04,18,CJM,52,Judicial Magistrate
JHDH030036022016,2018-01-25,NA,NA,68,Judicial Magistrate
JHDH030071542016,2022-04-30,71,REGISTRAR CUM JM,75,Judicial Magistrate
JHDH030031792017,2017-09-07,18,CJM,67,Judicial Magistrate
JHDH030031792017,2021-08-26,NA,Incharge) Judicial Magistrate,36,Judicial Magistrate
JHDH030033702017,2017-09-21,18,CJM,52,Judicial Magistrate
JHDH030033702017,2018-02-14,NA,NA,50,Judicial Magistrate
JHDH030028292016,2016-08-09,18,CJM,NA,NA
JHDH030035772016,2016-10-04,18,CJM,42,Judicial Magistrate
JHDH030035772016,2020-01-04,NA,Incharge) SDJM,52,Judicial Magistrate
JHDH030035842016,2016-10-04,18,CJM,65,Judicial Magistrate
JHDH030035842016,2017-09-13,NA,NA,71,Judicial Magistrate
JHDH030035842016,2022-04-29,71,REGISTRAR CUM JM,75,Judicial Magistrate
JHDH030034242017,2022-04-25,38,Judicial Magistrate,63,Judicial Magistrate
JHDH030030852016,2016-09-03,18,CJM,53,Judicial Magistrate
JHDH030071482016,2022-06-03,71,REGISTRAR CUM JM,75,Judicial Magistrate
JHDH030001992017,2017-01-25,18,CJM,62,Judicial Magistrate
JHDH030001992017,2020-01-07,NA,Incharge) Judicial Magistrate,52,Judicial Magistrate
JHDH030034332017,2017-09-26,18,CJM,67,Judicial Magistrate
JHDH030035802016,2016-10-04,18,CJM,42,Judicial Magistrate
JHDH030035802016,2020-01-21,NA,Incharge) SDJM,52,Judicial Magistrate
JHDH030035802016,2022-01-19,52,Judicial Magistrate,76,Judicial Magistrate
JHDH030028702017,2017-09-18,NA,NA,71,Judicial Magistrate
JHDH030028702017,2017-09-18,18,CJM,NA,NA
JHDH030028702017,2017-11-08,71,Judicial Magistrate,70,Judicial Magistrate
JHDH030123802020,2022-02-09,18,CJM,63,Judicial Magistrate
JHDH030036202016,2016-10-04,18,CJM,36,Judicial Magistrate
JHDH030036202016,2019-01-08,36,Judicial Magistrate,34,Judicial Magistrate
JHDH030036202016,2019-11-06,NA,Incharge) Judicial Magistrate,70,Judicial Magistrate
JHDH030036202016,2020-01-28,70,Judicial Magistrate,36,Judicial Magistrate
JHDH030036202016,2022-05-09,36,Judicial Magistrate,73,Judicial Magistrate
JHDH030109302018,2018-08-24,18,CJM,68,Judicial Magistrate
JHDH030064742016,2018-12-11,36,Judicial Magistrate,61,Judicial Magistrate
JHDH030064742016,2019-11-05,NA,Incharge) Judicial Magistrate,66,Judicial Magistrate
JHDH030064742016,2022-02-09,66,Judicial Magistrate,64,PRINCIPAL MAGISTRATE JJB
JHDH010011242021,2021-02-03,1,Principal District  and  Sessions Judge,4,District  and Adl  Sessions Judge 2 Cum Spl Judge CBI cum Drugs and Cosmetics cum Spl Judge Electricity cum Cyber Crime Cases
JHDH030036002016,2016-10-04,18,CJM,52,Judicial Magistrate
JHDH030036002016,2018-01-25,NA,NA,38,REGISTRAR CUM JM
JHDH030036002016,2022-04-25,38,Judicial Magistrate,63,Judicial Magistrate
JHDH030003652017,2017-02-08,18,CJM,13,Judicial Magistrate
JHDH030003652017,2017-03-20,13,Judicial Magistrate,NA,NA
JHDH030003652017,2022-06-23,38,Judicial Magistrate,14,Judicial Magistrate
JHDH030034252017,2017-10-05,18,CJM,36,Judicial Magistrate
JHDH030034252017,2019-11-08,36,Judicial Magistrate,23,SDJM
JHDH030002152017,2017-03-21,18,CJM,65,Judicial Magistrate
JHDH030002152017,2017-09-15,NA,NA,71,Judicial Magistrate
JHDH030002152017,2017-09-18,71,Judicial Magistrate,70,Judicial Magistrate
JHDH030002152017,2021-02-06,70,Judicial Magistrate,57,Spl Judge Economic Offences cum JM
JHDH030003212017,2017-02-04,18,CJM,68,Judicial Magistrate
JHCH030038872018,2018-09-25,7,Addl.Chief Judicial Magistrate,19,J.M. 1st Class cum Civil Judge Sr. Div.
JHCH030038872018,2019-09-19,19,J.M. 1st Class cum Civil Judge Sr. Div.,10,Sub Divisional Judicial Magistrate
JHCH030000612017,2017-01-10,8,"J.M ESTABLISHMENT, CHATRA, JHARKHAND",NA,JM Establishment
JHCH030001782017,2017-02-17,8,Chief Judicial Magistrate,13,J.M. 1st Class cum Civil Judge Jr. Div.IV
JHCH030001782017,2019-09-12,13,J.M. 1st Class cum Civil Judge Jr. Div.IV,14,J. M. 1st Class cum C.J. Jr. Div.
JHCH030001782017,2022-06-07,14,J. M. 1st Class cum C.J. Jr. Div.,19,J.M. 1st Class cum Civil Judge Sr. Div.
JHCH030000602017,2017-01-10,8,"J.M ESTABLISHMENT, CHATRA, JHARKHAND",NA,JM Establishment
JHCH030001762017,2017-02-17,8,Chief Judicial Magistrate,13,J.M. 1st Class cum Civil Judge Jr. Div.IV
JHCH030020022016,2017-02-17,8,Chief Judicial Magistrate,13,J.M. 1st Class cum Civil Judge Jr. Div.IV
JHCH030020022016,2019-09-12,13,J.M. 1st Class cum Civil Judge Jr. Div.IV,14,J. M. 1st Class cum C.J. Jr. Div.
JHCH030020022016,2022-06-09,14,J. M. 1st Class cum C.J. Jr. Div.,19,J.M. 1st Class cum Civil Judge Sr. Div.
JHCH030019832019,2022-01-15,10,Sub Divisional Judicial Magistrate,16,J. M. 1st Class cum C.J. Jr. Div.
JHHB030048752017,2022-01-05,11,C.J.M cum Civil Judge(Sr. Division)- 3,28,Judicial Magistrate 1st Class
JHHB010050282019,2019-11-05,1,Principal District and Sessions Judge,36,District and Additional Sessions Judge 9
JHHB030048552017,2019-05-15,26,Judicial Magistrate 1st Class,25,Judicial Magistrate 1st Class
JHHB030048552017,2022-05-26,25,Judicial Magistrate 1st Class,16,S.D.J.M
JHHB010039332018,2018-08-18,1,Principal District and Sessions Judge,3,D. J cum Additional Sessions Judge - 1
JHHB030045122016,2022-12-02,11,C.J.M cum Civil Judge(Sr. Division)- 3,28,Judicial Magistrate 1st Class
JHHB030039012017,2022-05-27,29,Judicial Magistrate 1st Class,16,S.D.J.M
JHHB030011752022,2022-11-28,24,Chief Judicial Magistrate Hazaribag,NA,Principal District and Sessions Judge Hazaribag
JHHB030018652022,2022-05-25,16,S.D.J.M,36,Judicial Magistrate 1st Class
